Kitchen_1,Kitchen_2,Bedroom_2,Bedroom_4,Bedroom_5,Bedroom_6,BsmtFullBath_1,BsmtFullBath_3,LotArea,HalfBath_1,OpenPorchSF,2ndFlrSF,WoodDeckSF,LotFrontage,BsmtFinSF1,Fireplaces_1,Fireplaces_2,MasVnrArea,YearRemodAdd,YearBuilt,TotRmsAbvGrd_6,TotRmsAbvGrd_8,FullBath_3,TotalBsmtSF,GarageArea,GarageCars_3,GarageCars_4,GrLivArea,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_7,OverallQual_8,OverallQual_9,OverallQual_10,SalePrice
True,False,True,False,False,False,True,False,5395,False,0,0,96,41.0,733,True,False,0.0,1993,1993,False,False,False,1337,462,False,False,1337,False,False,False,False,False,True,False,False,180000
True,False,False,True,False,False,False,False,8795,True,54,1276,224,68.40684410646388,300,True,False,0.0,2000,2000,False,True,False,952,554,False,False,2256,False,False,False,False,True,False,False,False,236000
True,False,False,False,False,False,True,False,10593,False,56,0,240,59.0,919,True,False,338.0,1996,1996,False,False,False,1720,527,False,False,1720,False,False,False,False,True,False,False,False,260400
True,False,False,False,False,False,False,False,8800,False,160,348,0,55.0,0,False,False,0.0,2004,1910,False,False,False,576,0,False,False,1140,False,False,True,False,False,False,False,False,96500
True,False,False,False,False,False,False,False,7750,True,48,660,0,68.40684410646388,0,False,False,0.0,2003,2003,True,False,False,660,400,False,False,1320,False,False,False,False,True,False,False,False,162000
True,False,False,False,False,False,True,False,9236,False,27,0,168,79.0,1200,False,False,0.0,1997,1997,True,False,False,1479,576,False,False,1494,False,False,False,False,False,False,False,False,217000
True,False,False,False,False,False,False,False,10240,True,52,1060,192,80.0,0,True,False,178.0,2005,2005,False,True,False,1030,878,True,False,2098,False,False,False,False,False,True,False,False,275500
True,False,False,False,False,False,True,False,7930,False,48,0,171,61.0,439,False,False,0.0,2005,1969,False,False,False,1026,440,False,False,1026,False,False,False,False,False,False,False,False,156000
True,False,False,False,False,False,False,False,10769,True,105,902,144,68.0,20,False,False,0.0,2007,2007,False,False,False,866,578,False,False,1768,False,False,False,False,False,True,False,False,212000
True,False,False,False,False,False,False,False,11616,True,0,714,335,68.40684410646388,438,True,False,328.0,1978,1978,True,False,False,672,440,False,False,1386,False,False,False,False,False,False,False,False,158900
True,False,True,False,False,False,False,False,9100,False,0,0,0,70.0,612,False,False,0.0,1959,1959,False,False,False,864,300,False,False,864,False,False,False,False,False,False,False,False,127500
True,False,True,False,False,False,False,False,6911,False,0,0,0,60.0,405,False,False,0.0,1950,1924,False,False,False,1145,440,False,False,1301,False,False,False,True,False,False,False,False,100000
True,False,False,False,False,False,False,False,8640,True,45,783,169,72.0,24,False,False,0.0,2009,2009,False,False,False,756,614,False,False,1547,False,False,False,False,True,False,False,False,215200
True,False,False,False,False,False,False,False,10421,True,66,734,228,80.0,394,True,False,42.0,1988,1988,False,False,False,980,496,False,False,1714,False,False,False,False,True,False,False,False,196500
True,False,False,True,False,False,True,False,12508,False,0,767,245,75.0,660,False,False,0.0,1985,1940,False,False,False,983,423,False,False,1750,False,False,False,False,False,False,False,False,160000
True,False,True,False,False,False,True,False,7252,False,0,0,120,68.40684410646388,685,False,False,0.0,1982,1982,False,False,False,858,576,False,False,858,False,False,False,True,False,False,False,False,134900
True,False,True,False,False,False,False,False,8877,False,0,0,0,67.0,836,False,False,0.0,1951,1951,True,False,False,836,396,False,False,1220,False,False,True,False,False,False,False,False,102000
True,False,False,False,False,False,True,False,7819,False,0,0,144,94.0,422,True,False,0.0,1976,1976,True,False,False,1029,672,False,False,1117,False,False,False,False,False,False,False,False,107000
True,False,True,False,False,False,False,False,10150,False,0,0,0,70.0,456,False,False,1.0,1958,1958,False,False,False,912,275,False,False,912,False,False,False,True,False,False,False,False,114500
True,False,False,False,False,False,False,False,11210,False,59,0,144,86.0,20,False,False,240.0,2006,2005,False,False,False,1614,865,True,False,1614,False,False,False,False,True,False,False,False,221500
True,False,False,False,False,False,True,False,13350,False,0,0,241,100.0,762,True,False,0.0,1974,1974,False,False,False,864,440,False,False,894,False,False,False,True,False,False,False,False,142500
True,False,True,False,False,False,True,False,10530,False,0,0,0,78.0,975,False,False,90.0,1977,1977,False,False,False,975,504,False,False,1004,False,False,False,False,False,False,False,False,135000
True,False,False,False,False,False,False,False,7875,False,21,0,220,63.0,0,True,False,38.0,1996,1995,True,False,False,1237,402,False,False,1253,False,False,False,False,True,False,False,False,176000
True,False,False,False,False,False,False,False,7153,True,124,793,0,65.0,387,False,False,0.0,1992,1992,False,False,False,761,484,False,False,1603,False,False,False,False,False,False,False,False,175900
True,False,False,False,False,False,False,False,16285,False,33,0,0,67.0,0,False,False,0.0,2002,2001,True,False,False,1413,605,False,False,1430,False,False,False,False,True,False,False,False,187100
True,False,False,False,False,False,True,False,9101,False,30,0,303,68.40684410646388,1097,True,False,104.0,1978,1978,False,False,False,1097,602,False,False,1110,False,False,False,True,False,False,False,False,165500
True,False,False,False,False,False,False,False,9790,False,0,0,0,68.40684410646388,251,True,False,0.0,1967,1967,False,False,False,1372,457,False,False,1342,False,False,False,False,False,False,False,False,161500
True,False,False,True,False,False,True,False,10800,False,0,686,0,60.0,686,False,False,0.0,1950,1915,False,False,False,686,416,False,False,1652,False,False,False,True,False,False,False,False,139000
True,False,False,True,False,False,True,False,10142,True,45,1128,0,76.0,656,False,False,0.0,2004,2004,False,True,False,956,618,False,False,2084,False,False,False,False,True,False,False,False,233000
True,False,True,False,False,False,False,False,6000,False,0,0,0,50.0,0,False,False,0.0,2000,1954,False,False,False,901,281,False,False,901,False,False,True,False,False,False,False,False,107900
True,False,True,False,False,False,False,False,3182,False,16,0,100,43.0,16,True,False,11.0,2006,2005,False,False,False,1145,397,False,False,1145,False,False,False,False,True,False,False,False,160200
True,False,False,False,False,False,True,False,11333,False,0,0,120,68.40684410646388,539,False,True,0.0,1976,1976,False,False,False,1029,539,False,False,1062,False,False,False,False,False,False,False,False,146800
True,False,False,False,False,False,True,False,9920,True,130,886,180,92.0,862,True,False,0.0,1997,1996,False,True,False,1117,455,False,False,2013,False,False,False,False,True,False,False,False,269790
True,False,False,False,False,False,False,False,9158,False,130,0,168,76.0,0,False,False,140.0,2007,2007,False,False,False,1496,474,False,False,1496,False,False,False,False,False,True,False,False,225000
True,False,False,False,False,False,False,False,10832,True,46,809,143,68.40684410646388,0,True,False,0.0,1996,1994,False,False,False,712,409,False,False,1895,False,False,False,False,True,False,False,False,194500
True,False,False,False,False,False,False,False,8400,True,50,676,0,70.0,0,True,False,130.0,1981,1980,False,False,False,650,476,False,False,1564,False,False,False,False,False,False,False,False,171000
True,False,False,False,False,False,False,False,8197,True,0,0,138,71.0,0,True,False,148.0,1977,1977,False,False,False,660,528,False,False,1285,False,False,False,False,False,False,False,False,143500
True,False,True,False,False,False,False,False,7677,False,0,0,0,57.0,570,False,False,0.0,1953,1953,False,False,False,773,240,False,False,773,False,False,False,True,False,False,False,False,110000
True,False,False,False,False,False,True,False,7200,True,0,787,0,60.0,569,False,True,252.0,1950,1937,False,False,False,731,240,False,False,1768,False,False,False,True,False,False,False,False,175000
True,False,False,True,False,False,True,False,12798,True,114,1072,403,79.0,462,False,False,0.0,1997,1997,False,True,False,616,603,False,False,1688,False,False,False,False,False,False,False,False,200000
True,False,True,False,False,False,True,False,4800,False,0,0,0,40.0,197,False,False,0.0,1990,1916,False,False,False,1196,440,False,False,1196,False,False,True,False,False,False,False,False,109900
True,False,False,False,False,False,True,False,8199,True,18,728,36,63.0,648,True,False,0.0,2005,2005,False,False,False,728,410,False,False,1456,False,False,False,False,True,False,False,False,189000
True,False,True,False,False,False,False,False,9000,False,0,0,0,75.0,812,False,False,0.0,1954,1954,False,False,False,936,286,False,False,1128,False,False,False,True,False,False,False,False,118000
True,False,False,False,False,False,False,False,12274,False,60,0,0,91.0,0,False,False,256.0,2008,2008,True,False,False,1417,554,False,False,1428,False,False,False,False,True,False,False,False,227680
True,False,False,False,False,False,False,False,9750,False,0,0,68,75.0,400,False,False,0.0,1967,1967,True,False,False,980,384,False,False,980,False,False,False,True,False,False,False,False,135500
False,False,True,False,False,False,False,False,8100,False,156,1063,40,90.0,0,False,False,0.0,1965,1898,False,False,False,849,360,False,False,2138,False,False,False,True,False,False,False,False,106000
True,False,False,False,False,False,True,False,10140,True,0,0,265,78.0,663,True,False,99.0,1999,1974,False,False,False,1040,484,False,False,1309,False,False,False,False,False,False,False,False,181000
True,False,False,False,False,False,True,False,4438,False,0,0,140,68.40684410646388,662,True,False,169.0,2004,2004,False,False,False,848,420,False,False,848,False,False,False,False,False,False,False,False,144500
True,False,True,False,False,False,False,False,8712,False,0,0,0,66.0,0,False,False,0.0,1952,1952,False,False,False,540,504,False,False,1044,False,False,False,True,False,False,False,False,55993
True,False,False,True,False,False,False,False,9750,True,0,0,0,75.0,608,False,False,243.0,1958,1958,False,False,False,1442,301,False,False,1442,False,False,False,False,False,False,False,False,157900
True,False,False,False,False,False,False,False,8248,True,0,564,207,45.0,0,False,False,0.0,1950,1918,False,False,False,686,280,False,False,1250,False,False,False,True,False,False,False,False,116000
True,False,True,False,False,False,False,False,11425,False,0,0,0,68.40684410646388,486,True,False,0.0,1954,1954,False,False,False,1008,275,False,False,1008,False,False,False,True,False,False,False,False,137000
True,False,False,False,False,False,True,False,13265,False,59,0,150,68.40684410646388,1218,False,True,148.0,2002,2002,False,False,False,1568,857,True,False,1689,False,False,False,False,False,True,False,False,271000
True,False,False,False,False,False,True,False,8816,False,0,0,0,80.0,504,False,False,80.0,1971,1971,True,False,False,1010,440,False,False,1052,False,False,False,False,False,False,False,False,155000
True,False,True,False,False,False,True,False,6371,False,35,0,192,44.0,733,True,False,128.0,2010,2009,True,False,False,1358,484,False,False,1358,False,False,False,False,True,False,False,False,224000
True,False,False,False,False,False,False,False,7226,True,45,842,0,72.0,0,False,False,0.0,2003,2003,True,False,False,798,595,False,False,1640,False,False,False,False,True,False,False,False,183000
True,False,True,False,False,False,False,False,6000,False,32,0,0,60.0,0,False,False,0.0,1953,1953,False,False,False,936,576,False,False,936,False,False,True,False,False,False,False,False,93000
True,False,False,False,False,False,False,False,12394,True,48,886,100,68.40684410646388,0,True,False,0.0,2003,2003,False,False,False,847,433,False,False,1733,False,False,False,False,True,False,False,False,225000
True,False,False,False,False,False,False,False,9900,False,0,545,335,60.0,0,True,False,0.0,1950,1940,False,False,False,778,240,False,False,1489,False,False,False,False,False,False,False,False,139500
True,False,False,False,False,False,False,False,11216,False,140,0,0,81.0,0,True,False,0.0,2006,2006,False,False,False,1489,776,False,False,1489,False,False,False,False,False,True,False,False,232600
True,False,True,False,False,False,True,False,6130,False,0,0,0,50.0,784,False,False,0.0,1950,1924,False,False,False,784,0,False,False,784,False,False,False,True,False,False,False,False,109500
True,False,False,False,False,False,False,False,8529,False,39,0,290,65.0,20,True,False,0.0,2001,2001,True,False,False,1454,527,False,False,1434,False,False,False,False,True,False,False,False,189000
True,False,False,False,False,False,True,False,9548,True,39,888,192,44.0,483,True,False,223.0,2003,2003,False,False,False,941,613,False,False,1829,False,False,False,False,True,False,False,False,237000
True,False,False,False,False,False,False,False,10004,True,0,0,0,100.0,196,False,False,180.0,1964,1964,True,False,False,1516,472,False,False,1516,False,False,False,False,False,False,False,False,167000
True,False,False,False,False,False,True,False,7875,False,0,0,0,75.0,572,False,False,136.0,1961,1961,True,False,False,1144,456,False,False,1144,False,False,False,True,False,False,False,False,139950
True,False,True,False,False,False,False,False,9600,False,0,0,290,60.0,442,False,False,0.0,1995,1950,False,False,False,1067,436,False,False,1067,False,False,True,False,False,False,False,False,128000
True,False,True,False,False,False,True,False,8100,False,116,0,0,90.0,338,False,False,0.0,1973,1948,False,False,False,1559,812,False,False,1559,False,False,False,True,False,False,False,False,153500
True,False,False,False,False,False,False,False,9525,True,0,0,278,75.0,0,False,False,0.0,2006,1995,True,False,False,1099,352,False,False,1099,False,False,False,True,False,False,False,False,144000
True,False,False,False,False,False,False,False,11767,False,0,432,0,70.0,352,False,False,0.0,1995,1946,True,False,False,768,240,False,False,1200,False,False,False,True,False,False,False,False,130500
True,False,False,True,False,False,False,False,12155,False,0,672,0,68.40684410646388,156,False,False,0.0,1950,1925,False,False,False,672,400,False,False,1482,False,False,False,False,False,False,False,False,140000
True,False,False,False,False,False,False,False,10440,False,78,581,70,60.0,0,True,False,0.0,2002,1904,False,True,False,650,686,False,False,1539,False,False,False,True,False,False,False,False,157500
True,False,False,False,False,False,True,False,9020,True,129,0,0,82.0,312,False,False,183.0,1966,1966,True,False,False,1127,490,False,False,1165,False,False,False,False,False,False,False,False,174900
True,False,False,True,False,False,False,False,12665,True,0,540,418,100.0,0,True,False,0.0,1950,1915,False,False,False,876,720,True,False,1416,False,False,False,True,False,False,False,False,153900
True,False,False,False,False,False,True,False,16647,False,0,0,0,68.40684410646388,1390,False,True,0.0,1981,1975,True,False,False,1390,611,False,False,1701,False,False,False,True,False,False,False,False,171000
True,False,False,False,False,False,True,False,9317,True,72,769,234,75.0,513,True,False,137.0,1993,1993,False,False,False,740,425,False,False,1775,False,False,False,False,True,False,False,False,213000
True,False,False,False,False,False,True,False,15523,False,0,0,0,36.0,460,True,False,0.0,1972,1972,False,False,False,864,338,False,False,864,False,False,False,True,False,False,False,False,133500
True,False,False,False,False,False,False,False,9600,True,100,761,113,80.0,0,True,False,360.0,1994,1976,False,False,False,528,512,False,False,1855,False,False,False,False,False,False,False,False,187000
True,False,False,False,False,False,True,False,4435,False,0,0,140,36.0,659,False,False,170.0,2003,2003,False,False,False,848,420,False,False,848,False,False,False,False,False,False,False,False,131500
True,False,True,False,False,False,False,False,3196,False,20,0,143,68.40684410646388,0,True,False,40.0,2003,2003,False,False,False,1273,400,False,False,1456,False,False,False,False,False,True,False,False,215000
True,False,False,True,False,False,False,False,7128,False,0,728,0,53.0,364,False,True,0.0,1950,1941,False,False,False,918,240,False,False,1646,False,False,False,False,True,False,False,False,164000
True,False,False,False,False,False,False,False,12095,True,0,0,180,68.40684410646388,564,True,False,115.0,1964,1964,False,False,False,1127,645,False,False,1445,False,False,False,False,False,False,False,False,158000
True,False,False,False,False,False,True,False,6897,True,104,0,0,68.40684410646388,659,False,False,0.0,2010,1962,True,False,False,1040,260,False,False,1040,False,False,False,True,False,False,False,False,127000
True,False,False,False,False,False,True,False,10970,False,0,0,0,68.40684410646388,505,False,False,0.0,1978,1978,False,False,False,940,576,False,False,1026,False,False,False,False,False,False,False,False,147000
True,False,False,False,False,False,False,False,8125,True,36,779,0,65.0,0,True,False,0.0,1995,1994,True,False,False,702,343,False,False,1481,False,False,False,False,False,False,False,False,174000
True,False,False,False,False,False,False,False,10400,False,0,0,0,80.0,0,True,False,189.0,1976,1976,True,False,False,1090,479,False,False,1370,False,False,False,False,True,False,False,False,152000
True,False,False,False,False,False,True,False,11625,True,0,0,0,75.0,841,False,False,0.0,1965,1965,True,False,False,1039,504,False,False,1039,False,False,False,True,False,False,False,False,131500
True,False,False,False,False,False,False,False,9672,False,0,0,0,81.0,338,False,False,0.0,1985,1984,True,False,False,1040,480,False,False,1097,False,False,False,False,False,False,False,False,152000
True,False,False,False,False,False,True,False,7931,False,0,0,0,70.0,1148,False,False,0.0,1959,1959,True,False,False,1148,672,False,False,1148,False,False,False,True,False,False,False,False,132500
True,False,False,False,False,False,False,False,8640,False,140,0,0,72.0,0,False,False,0.0,2008,2007,True,False,False,1372,529,False,False,1372,False,False,False,False,True,False,False,False,250580
True,False,False,False,False,False,True,False,8750,False,0,0,0,68.40684410646388,828,False,False,76.0,1970,1970,False,False,False,1002,902,False,False,1002,False,False,False,True,False,False,False,False,148500
True,False,False,False,False,False,False,False,10656,False,80,0,192,67.0,0,True,False,274.0,2007,2006,True,False,False,1638,870,True,False,1646,False,False,False,False,False,True,False,False,248900
True,False,False,False,False,False,True,False,6970,True,0,0,168,85.0,932,False,False,0.0,1961,1961,False,False,False,1040,544,False,False,1120,False,False,True,False,False,False,False,False,129000
True,False,False,False,False,False,True,False,9938,True,90,887,156,80.0,750,True,False,246.0,1994,1993,False,True,False,1050,574,False,False,1949,False,False,False,False,True,False,False,False,236000
True,False,True,False,False,False,False,False,6600,False,0,0,0,60.0,0,False,False,0.0,1962,1962,False,False,False,894,308,False,False,894,False,False,False,True,False,False,False,False,109500
True,False,False,False,False,False,False,False,8750,True,77,878,0,70.0,505,False,False,116.0,1998,1998,False,False,False,804,523,False,False,1682,False,False,False,False,False,False,False,False,200500
True,False,False,False,False,False,False,False,12144,False,28,0,0,60.0,375,True,False,0.0,1950,1949,True,False,False,832,288,False,False,1268,False,False,False,True,False,False,False,False,133000
True,False,False,False,False,False,False,False,5720,True,0,455,26,52.0,0,False,False,0.0,1950,1941,False,False,False,676,200,False,False,1131,False,False,False,True,False,False,False,False,66500
True,False,False,True,False,False,True,False,8834,True,0,762,184,74.0,1170,True,False,216.0,2005,2004,False,False,False,1462,738,True,False,2224,False,False,False,False,False,False,True,False,350000
True,False,False,False,False,False,True,False,11782,False,0,0,192,88.0,899,False,False,0.0,1995,1961,True,False,False,1109,576,False,False,1155,False,False,False,True,False,False,False,False,148000
True,False,False,False,False,False,True,False,7000,False,0,0,0,68.40684410646388,646,False,False,90.0,2005,1978,True,False,False,864,336,False,False,864,False,False,False,True,False,False,False,False,136500
True,False,True,False,False,False,True,False,7024,True,49,0,0,60.0,980,False,False,0.0,2006,2005,False,False,False,1090,450,False,False,1090,False,False,False,True,False,False,False,False,157000
True,False,False,False,False,False,False,False,13758,True,36,530,168,44.0,902,True,False,117.0,1991,1990,False,False,False,1156,400,False,False,1717,False,False,False,False,True,False,False,False,187500
True,False,False,False,False,False,False,False,9636,True,40,785,342,68.40684410646388,0,True,False,0.0,1993,1992,False,False,False,808,389,False,False,1593,False,False,False,False,False,False,False,False,178000
True,False,False,False,False,False,False,False,7150,False,0,0,0,65.0,432,False,False,60.0,1967,1967,False,False,False,892,288,False,False,892,False,False,False,True,False,False,False,False,100000
True,False,True,False,False,False,True,False,5119,False,65,0,97,50.0,1238,True,False,60.0,2000,1999,False,False,False,1698,506,False,False,1709,False,False,False,False,False,False,True,False,328900
False,True,False,True,False,False,False,False,8393,False,54,0,272,70.0,528,False,False,122.0,2005,1959,False,True,False,1626,588,False,False,1712,False,False,False,True,False,False,False,False,145000
True,False,False,False,False,False,False,False,16466,True,0,521,121,59.0,0,False,False,0.0,1955,1955,False,True,False,816,300,False,False,1393,False,False,False,True,False,False,False,False,135500
True,False,False,False,False,False,False,False,8064,False,0,252,0,60.0,0,True,False,0.0,2006,1949,True,False,False,672,576,False,False,924,False,False,False,True,False,False,False,False,122900
True,False,False,False,False,False,False,False,11184,True,0,765,243,70.0,226,True,False,92.0,1978,1978,False,False,False,918,440,False,False,1683,False,False,False,False,False,False,False,False,172500
True,False,False,False,False,False,False,False,8414,False,0,0,192,70.0,663,False,False,0.0,2003,1963,True,False,False,1059,264,False,False,1068,False,False,False,False,False,False,False,False,154500
True,False,True,False,False,False,False,False,8765,False,28,0,0,50.0,285,False,False,0.0,1950,1936,True,False,False,951,327,False,False,951,False,False,True,False,False,False,False,False,106500
True,False,False,False,False,False,False,False,6993,False,0,0,0,65.0,465,True,False,0.0,1994,1961,True,False,False,912,288,False,False,1236,False,False,False,True,False,False,False,False,135000
True,False,True,False,False,False,False,False,7340,False,0,0,0,68.40684410646388,322,False,False,0.0,1971,1971,False,False,False,858,684,False,False,858,False,False,True,False,False,False,False,False,110000
True,False,True,False,False,False,True,False,8712,False,0,0,0,64.0,860,False,False,0.0,2000,1957,False,False,False,992,756,False,False,1306,False,False,False,True,False,False,False,False,153000
True,False,False,False,False,False,False,False,7875,True,75,702,0,63.0,0,True,False,0.0,2003,2003,False,True,False,783,393,False,False,1509,False,False,False,False,True,False,False,False,180000
True,False,False,False,False,False,False,False,14859,False,60,0,144,50.0,0,True,False,27.0,2006,2006,False,False,False,1670,690,True,False,1670,False,False,False,False,True,False,False,False,240000
True,False,False,False,False,False,False,False,6173,False,0,0,0,68.40684410646388,599,False,False,75.0,1967,1967,True,False,False,876,288,False,False,902,False,False,False,True,False,False,False,False,125500
True,False,False,False,False,False,True,False,9920,False,0,0,0,80.0,354,False,False,110.0,1954,1954,True,False,False,1056,280,False,False,1063,False,False,False,True,False,False,False,False,128000
True,False,False,False,False,False,False,False,11500,True,0,1037,0,86.0,223,True,False,0.0,1987,1936,True,False,False,1017,180,False,False,2057,False,False,False,False,True,False,False,False,250000
True,False,True,False,False,False,True,False,8885,False,0,0,164,68.40684410646388,301,False,False,0.0,1983,1983,False,False,False,864,484,False,False,902,False,False,False,True,False,False,False,False,131000
True,False,False,False,False,False,False,False,9286,True,0,0,173,68.40684410646388,196,False,False,0.0,1989,1977,False,False,False,1268,252,False,False,1268,False,False,False,True,False,False,False,False,143500
True,False,False,False,False,False,False,False,6120,False,0,0,0,51.0,489,False,False,0.0,1950,1925,True,False,False,768,450,False,False,1015,False,False,False,True,False,False,False,False,88000
False,True,False,True,False,False,False,False,6270,False,0,1001,0,82.0,284,False,False,0.0,1950,1949,False,True,False,1001,871,True,False,2002,False,False,False,True,False,False,False,False,145000
True,False,False,False,False,False,True,False,9000,False,0,0,0,50.0,50,False,False,0.0,1950,1949,False,False,False,480,308,False,False,480,True,False,False,False,False,False,False,False,35311
True,False,False,False,False,False,False,False,17140,False,0,0,0,68.40684410646388,1059,False,False,0.0,1956,1956,True,False,False,1134,284,False,False,1229,False,False,True,False,False,False,False,False,135000
True,False,False,False,False,False,True,False,11029,False,51,0,0,87.0,528,True,False,0.0,2002,1958,True,False,False,1184,601,False,False,1414,False,False,False,False,False,False,False,False,176500
True,False,False,False,False,False,False,False,8462,True,87,785,300,70.0,814,False,False,105.0,1994,1994,False,False,False,928,471,False,False,1721,False,False,False,False,False,False,False,False,201000
False,True,False,True,False,False,False,False,8777,False,70,928,0,67.0,1084,False,False,0.0,2003,1900,False,False,False,1272,0,False,False,2200,False,False,False,True,False,False,False,False,145900
True,False,False,False,False,False,False,False,10237,False,0,0,100,65.0,28,True,False,0.0,2006,2005,True,False,False,1316,397,False,False,1316,False,False,False,False,False,False,False,False,169990
True,False,True,False,False,False,True,False,8012,False,69,0,0,50.0,165,True,False,0.0,1994,1993,False,False,False,1604,533,False,False,1617,False,False,False,False,False,False,False,False,193000
True,False,False,False,False,False,True,False,10240,False,131,0,384,79.0,625,True,False,157.0,1980,1980,False,False,False,1686,612,False,False,1686,False,False,False,False,False,False,False,False,207500
True,False,False,False,False,False,False,False,15611,False,0,0,180,68.40684410646388,767,False,False,0.0,1977,1977,True,False,False,1126,540,False,False,1126,False,False,False,True,False,False,False,False,175000
True,False,False,True,False,False,False,False,11999,True,100,1140,104,93.0,0,True,False,340.0,2004,2003,False,False,False,1181,656,True,False,2374,False,False,False,False,False,True,False,False,285000
True,False,False,True,False,False,False,False,9900,True,43,880,0,68.40684410646388,552,True,False,342.0,1968,1968,False,False,False,832,486,False,False,1978,False,False,False,False,True,False,False,False,176000
True,False,False,True,False,False,False,False,13006,True,0,1243,0,68.40684410646388,0,True,False,285.0,1997,1997,False,True,False,964,642,False,False,2236,False,False,False,False,True,False,False,False,222000
True,False,False,False,False,False,False,False,8925,False,18,0,100,73.0,16,False,False,0.0,2007,2007,False,False,False,1466,610,True,False,1466,False,False,False,False,False,True,False,False,201000
True,False,True,False,False,False,False,False,9100,False,0,0,0,70.0,338,False,False,0.0,1965,1965,False,False,False,925,429,False,False,925,False,False,False,True,False,False,False,False,117500
True,False,False,False,False,False,False,False,8487,False,36,0,192,63.0,20,False,False,210.0,2004,2004,True,False,False,1500,570,False,False,1500,False,False,False,False,True,False,False,False,190000
True,False,False,False,False,False,False,False,5825,False,0,0,0,52.0,0,False,False,108.0,1953,1926,False,False,False,600,528,False,False,747,False,False,True,False,False,False,False,False,79900
True,False,True,False,False,False,True,False,10083,False,41,0,0,67.0,833,False,False,90.8008547008547,2003,2003,False,False,False,1176,555,False,False,1200,False,False,False,False,True,False,False,False,184900
True,False,False,False,False,False,False,False,9675,True,48,858,0,75.0,341,True,False,0.0,2005,2005,False,True,False,1113,689,False,False,1971,False,False,False,False,True,False,False,False,253000
True,False,False,False,False,False,False,False,8760,True,90,571,0,73.0,464,False,False,0.0,2006,2006,False,False,False,1391,868,True,False,1962,False,False,False,False,True,False,False,False,239799
False,True,False,True,False,False,False,False,12640,False,0,0,40,55.0,936,False,False,0.0,1976,1976,False,True,False,1728,574,False,False,1728,False,False,False,False,False,False,False,False,150900
True,False,False,False,False,False,True,False,8755,True,0,1038,0,68.40684410646388,772,True,False,298.0,1999,1999,False,True,False,992,390,False,False,2060,False,False,False,False,True,False,False,False,214000
False,True,False,True,False,False,False,False,7711,False,0,0,321,42.0,1440,False,False,0.0,1977,1977,False,True,False,1440,0,False,False,1440,False,False,True,False,False,False,False,False,150000
True,False,True,False,False,False,False,False,8820,False,0,561,48,98.0,1088,False,False,0.0,1996,1890,False,False,False,1088,456,False,False,1869,False,False,False,True,False,False,False,False,124900
True,False,False,False,False,False,True,False,8163,False,0,0,86,70.0,748,True,False,128.0,1959,1959,True,False,False,1144,796,False,False,1144,False,False,False,True,False,False,False,False,143000
True,False,False,False,False,False,False,False,14006,True,96,840,144,65.0,0,True,False,144.0,2002,2002,False,False,False,936,474,False,False,1776,False,False,False,False,True,False,False,False,192500
True,False,False,False,False,False,True,False,9360,True,0,0,0,78.0,982,True,False,0.0,2006,1972,False,False,False,1161,676,False,False,1381,False,False,False,False,False,False,False,False,197500
True,False,False,False,False,False,True,False,7200,False,0,0,194,60.0,398,False,False,0.0,2002,1950,False,False,False,864,720,False,False,864,False,False,False,True,False,False,False,False,129000
True,False,True,False,False,False,False,False,7200,False,0,0,192,60.0,660,False,False,0.0,2003,1972,False,False,False,768,396,False,False,768,False,False,False,True,False,False,False,False,133900
False,False,False,True,False,False,False,False,9400,False,0,0,0,35.0,945,False,False,250.0,1975,1975,False,False,False,945,0,False,False,980,False,False,False,False,False,False,False,False,127500
True,False,False,False,False,False,False,False,7420,False,0,0,0,70.0,417,False,False,0.0,1962,1962,True,False,False,1057,576,False,False,1057,False,False,False,True,False,False,False,False,132000
True,False,False,False,False,False,True,False,8450,False,39,0,0,65.0,699,False,False,0.0,2003,2003,True,False,False,1337,531,False,False,1337,False,False,False,False,True,False,False,False,185000
True,False,True,False,False,False,True,False,7207,False,0,0,117,50.0,696,False,False,0.0,2008,1958,False,False,False,858,0,False,False,858,False,False,False,True,False,False,False,False,116500
True,False,False,True,False,False,True,False,11316,True,40,1070,0,80.0,624,True,False,44.0,2003,2002,False,True,False,817,510,False,False,1894,False,False,False,False,True,False,False,False,214900
True,False,False,False,False,False,False,False,10237,True,72,701,0,65.0,0,True,False,0.0,2007,2005,False,True,False,783,393,False,False,1484,False,False,False,False,False,False,False,False,178900
True,False,False,False,False,False,True,False,7390,False,0,0,0,68.40684410646388,902,False,False,151.0,1955,1955,True,False,False,1098,260,False,False,1098,False,False,False,True,False,False,False,False,135000
True,False,True,False,False,False,False,False,5925,False,0,368,0,50.0,0,False,False,0.0,1950,1910,True,False,False,600,0,False,False,968,False,True,False,False,False,False,False,False,37900
True,False,True,False,False,False,True,False,10382,False,0,0,0,75.0,513,False,False,105.0,1958,1958,True,False,False,588,264,False,False,1095,False,False,False,False,False,False,False,False,140000
True,False,False,True,False,False,False,False,10800,True,0,472,0,60.0,0,False,False,0.0,1950,1949,True,False,False,720,0,False,False,1192,False,False,True,False,False,False,False,False,135000
True,False,True,False,False,False,False,False,2268,False,27,862,0,36.0,567,False,False,106.0,2004,2003,True,False,False,764,474,False,False,1626,False,False,False,False,True,False,False,False,173000
